bunny copy #1
0.145478 0.237335 -0.353722
-0.133022 -0.490889 -0.233228
-0.275187 0.069713 -0.487842
0.0990561 -0.462148 -0.0846799
0.132307 -0.490708 -0.0910229
0.141148 -0.491662 -0.0818639
0.1593 0.236787 -0.344437
-0.291124 -0.484783 -0.261025
0.157041 -0.483099 0.00452406
-0.276188 -0.486076 -0.254889
-0.241513 -0.486115 -0.241464
-0.181539 -0.488182 -0.18446
-0.101015 0.295083 -0.305053
-0.0455371 -0.483438 0.187139
-0.23117 -0.486057 -0.233755
-0.193148 -0.487332 -0.148374
-0.210549 -0.486586 -0.2185
-0.169919 -0.485869 -0.148352
-0.0221639 -0.491455 -0.151462
-0.157981 -0.485316 -0.129416
-0.120025 -0.482933 -0.116998
0.0320559 -0.461535 -0.12469
-0.317839 -0.396787 -0.0683174
-0.0984285 -0.483097 -0.121107
0.0136654 -0.419951 0.368695
-0.0868853 -0.482481 -0.129038
0.0845622 -0.462994 0.0843552
-0.0468583 -0.485507 0.161646
0.152662 0.259315 -0.296143
-0.0769356 -0.480721 -0.150109
0.0917583 -0.465636 -0.108853
0.101922 -0.467777 -0.0979267
0.112638 -0.47936 -0.0987577
-0.00856554 -0.280138 -0.353167
-0.227646 0.0349071 0.260792
-0.238085 0.264264 -0.288967
-0.266857 -0.248411 -0.212906
-0.0304715 -0.484721 0.183379
-0.0362724 -0.486027 0.163297
-0.168725 0.088172 -0.125958
-0.293313 -0.483157 -0.273563
-0.261751 -0.486412 -0.255663
-0.0481342 -0.486329 0.150302
-0.0815607 -0.486131 0.139177
-0.329766 -0.397205 -0.0433669
-0.252001 -0.486376 -0.249229
-0.218953 -0.486371 -0.239383
-0.124627 -0.48239 0.177159
0.0570421 -0.451173 0.243669
-0.208379 -0.486804 -0.231982
-0.184513 -0.108237 0.37818
-0.164284 -0.155164 -0.445256
-0.153268 -0.48291 0.200629
-0.195657 -0.487827 -0.227512
-0.272899 -0.301953 0.307528
-0.0574837 -0.481106 0.228966
-0.138944 -0.482193 0.214562
-0.0403913 -0.489002 -0.174035
-0.0297868 -0.491532 -0.162579
-0.00928754 -0.489534 -0.150367
-0.0694899 -0.482713 0.253838
0.0560945 -0.4606 -0.116844
0.0688592 -0.460463 -0.112147
0.103283 -0.477021 -0.110751
-0.0565542 -0.481862 0.245219
0.115931 -0.485972 -0.110221
-0.0287157 -0.483103 0.220855
0.124059 -0.488032 -0.100473
-0.0383402 -0.482455 0.211058
0.144954 -0.491856 -0.0940625
0.154031 -0.4921 -0.0851547
0.200551 -0.369716 0.0283364
-0.258995 -0.259593 -0.211573
-0.29473 -0.47672 -0.284104
-0.279781 -0.485741 -0.269765
-0.265332 -0.486118 -0.266625
0.0221518 -0.486147 -0.157208
0.0328713 -0.487288 -0.158761
-0.239523 -0.486287 -0.2546
-0.354422 -0.446179 -0.0273362
-0.22918 -0.486174 -0.246918
0.0279581 -0.465245 -0.134728
-0.198532 -0.487116 -0.238595
0.0190336 -0.464442 -0.127615
-0.187033 -0.487801 -0.241281
-0.00520716 -0.469427 -0.118423
0.000834621 -0.461533 -0.106024
-0.00155583 -0.419355 -0.297876
0.0414569 -0.463651 -0.135327
0.0536289 -0.462204 -0.128192
0.0675569 -0.464734 -0.127046
0.08092 -0.465079 -0.118065
-0.0440618 -0.467912 -0.0854959
-0.0438925 -0.462901 -0.0729791
-0.0848651 0.2929 -0.376803
-0.102437 -0.465685 -0.0613619
0.0919453 -0.473514 -0.119601
0.167249 -0.492305 -0.0889117
-0.269289 -0.244264 -0.222997
-0.283368 -0.484435 -0.282696
-0.171008 0.288904 -0.27765
0.106461 -0.01427 -0.252171
-0.250614 -0.48629 -0.26327
-0.21718 -0.486718 -0.252442
-0.0563695 -0.488344 -0.109286
-0.0522459 -0.481578 -0.10037
-0.207311 -0.486753 -0.245122
-0.16783 -0.263133 0.415644
-0.0476422 -0.490069 -0.119947
-0.17786 -0.4891 -0.23292
-0.175175 -0.484185 0.190458
-0.0433242 -0.488948 -0.189589
-0.0321634 -0.490276 -0.184927
-0.000218391 -0.490321 -0.158689
-0.0431688 0.291209 -0.339295
-0.282559 -0.0527305 -0.248449
0.0560996 -0.470218 -0.137426
-0.0673049 -0.468832 -0.0739759
0.0813127 -0.473713 -0.12854
-0.118287 0.137486 -0.485797
0.0999544 -0.481078 -0.121324
0.12032 -0.489891 -0.121017
0.128743 -0.490798 -0.112488
-0.118231 -0.00413061 -0.44997
0.136932 -0.491495 -0.103144
-0.190987 -0.452614 0.294226
-0.18121 -0.455388 0.300713
-0.26139 -0.252816 -0.223463
-0.253334 -0.264397 -0.223411
-0.246183 -0.276318 -0.223554
-0.245369 0.105989 -0.239971
-0.156755 -0.466267 0.308811
-0.269043 -0.485936 -0.27982
-0.237105 -0.486471 -0.266794
-0.227315 -0.486469 -0.259801
0.120992 -0.0254559 -0.116606
-0.195795 -0.487471 -0.250324
-0.0572864 0.292339 -0.343939
-0.0683152 -0.485516 -0.18862
-0.133304 0.293542 -0.28054
-0.0112078 -0.491134 -0.179711
-0.000215 -0.491073 -0.171676
-0.0656261 -0.0130285 -0.444588
-0.134456 -0.462765 -0.284752
-0.0730969 -0.0250257 -0.448758
0.0577534 -0.481897 -0.147688
0.072805 -0.486134 -0.147572
0.103464 -0.487045 -0.128877
-0.0544787 0.242402 -0.4435
0.14817 -0.49201 -0.104567
-0.0393917 0.11262 -0.00338322
-0.0417333 0.115739 0.00669839
-0.029393 0.113052 0.00652541
-0.038077 0.117693 0.0166821
-0.109748 -0.47441 0.322612
-0.051127 0.11576 0.00125949
0.099552 0.34508 -0.326482
-0.267879 -0.244842 -0.235126
0.285848 0.420976 -0.338458
-0.242365 -0.281363 -0.235565
-0.0953554 0.292574 -0.267359
-0.0860153 0.12001 0.0083997
-0.0982395 0.125041 0.0264572
-0.0738781 0.124236 0.0281525
-0.0989452 -0.474331 0.33065
-0.273505 -0.484363 -0.292455
-0.0861684 0.123315 0.0208537
-0.0625762 0.115231 -0.00461156
-0.254948 -0.486328 -0.276343
-0.244241 -0.486595 -0.273452
-0.215494 -0.486822 -0.265332
-0.205339 -0.487319 -0.257965
-0.0765482 0.111778 -0.0215058
-0.0745483 0.114587 -0.00977814
-0.173586 -0.488752 -0.246869
-0.0850945 0.114158 -0.0137527
-0.0904435 0.111903 -0.0232294
-0.161435 -0.490319 -0.236845
-0.147187 -0.490959 -0.234529
-0.0697641 -0.486044 -0.201676
-0.0168271 0.11957 0.0454526
-0.0208302 -0.491091 -0.188658
0.00161546 -0.491276 -0.184805
-0.0297003 0.12185 0.0411967
-0.0429978 0.123779 0.0388494
-0.102363 0.293631 -0.279073
0.202846 0.383075 -0.324371
0.0871979 -0.489881 -0.150876
-0.0593789 -0.481577 0.205406
0.0963534 -0.488448 -0.138892
-0.164354 0.282534 -0.417001
0.113405 -0.48946 -0.128016
0.21482 0.382998 -0.320251
0.212239 0.389542 -0.33079
-0.125011 0.165082 -0.201848
0.123199 -0.491083 -0.132192
-0.125516 -0.491856 -0.245024
0.132455 -0.491537 -0.124581
-0.0478062 0.121431 0.025798
-0.116005 0.291165 -0.399754
0.143726 -0.491818 -0.115972
-0.127141 0.293045 -0.390998
-0.0893645 -0.472559 0.33907
-0.258041 -0.25824 -0.235411
-0.105352 0.111098 -0.0227159
-0.138588 0.129228 0.17871
-0.25077 -0.270702 -0.23544
0.0307384 -0.438596 -0.292755
-0.257411 -0.485997 -0.290978
-0.112678 0.106551 -0.0327542
-0.23551 -0.486839 -0.276863
-0.119012 0.102729 -0.0401594
-0.226039 -0.486774 -0.272471
-0.129245 0.099395 -0.0419834
-0.193186 -0.487778 -0.263465
-0.130686 0.151484 -0.194388
-0.183406 -0.488187 -0.255347
-0.143109 0.0933095 -0.0440314
-0.16078 -0.4898 -0.252114
-0.153911 0.086476 -0.0525905
-0.140531 -0.491493 -0.244803
-0.0588669 -0.487987 -0.208887
-0.152339 -0.0489235 -0.451748
0.146565 -0.15115 -0.117033
-0.0441257 -0.489659 -0.204951
0.149518 -0.140214 -0.106532
-0.210531 -0.341295 0.366924
-0.0853681 0.290511 -0.390658
-0.0311467 -0.490663 -0.196657
-0.00771804 -0.491466 -0.19306
-0.275784 -0.391151 0.243102
-0.214175 -0.142125 0.368151
-0.356758 -0.455798 -0.0357069
-0.227439 0.086856 0.130705
-0.0334655 0.292729 -0.349406
-0.046958 0.292057 -0.352676
-0.0285313 0.290973 -0.336407
-0.0259392 0.129448 0.0907792
0.0410234 -0.489994 -0.165034
0.0537213 -0.488869 -0.159707
-0.0587455 -0.227127 -0.421882
-0.038038 -0.467377 0.33559
-0.0110534 0.288156 -0.324441
-0.0645649 -0.149846 -0.457603
-0.0543071 -0.141536 -0.460401
-0.127615 -0.360808 0.483218
-0.237956 -0.459687 0.117039
0.169846 -0.49198 -0.118782
0.148808 -0.115997 0.231985
-0.246002 -0.275649 -0.247101
-0.291866 -0.428604 -0.272831
-0.168483 -0.483884 0.180656
-0.0720678 -0.105622 -0.462528
-0.227201 -0.486793 -0.287554
-0.084728 -0.48356 0.167051
-0.286197 -0.386216 0.235198
-0.130535 0.289809 -0.405142
-0.299364 -0.385554 0.216077
-0.277173 -0.47845 -0.301415
-0.243489 -0.486736 -0.283727
-0.138485 0.270728 -0.236428
-0.214301 -0.487137 -0.278114
-0.203483 -0.487354 -0.270891
-0.152509 -0.490708 -0.245061
0.296633 0.427938 -0.338953
-0.147895 -0.490507 -0.255293
-0.300436 -0.0589395 0.101528
-0.0748172 0.0401257 -0.483699
-0.0729019 0.291016 -0.380284
-0.0290639 -0.491417 -0.210236
0.00365601 -0.491762 -0.195898
-0.163078 0.0807675 -0.0598762
0.0638886 -0.490696 -0.166297
0.0749326 -0.490395 -0.159346
0.0861552 -0.491141 -0.164921
0.095782 -0.491046 -0.159561
-0.115127 -0.44363 -0.284853
0.102075 -0.490918 -0.150508
-0.171738 0.074003 -0.0681783
0.127315 -0.491383 -0.145373
0.364133 0.434804 -0.29623
-0.0843687 -0.220471 -0.422744
0.157074 -0.492061 -0.124846
-0.0893041 -0.211268 -0.430196
0.181675 -0.489002 -0.125662
-0.0212478 0.378949 -0.166215
-0.0877811 -0.0457063 0.377256
0.0469712 0.346462 -0.0234808
-0.0573726 0.16482 -0.464092
-0.254412 -0.264486 -0.247269
-0.0204712 0.117702 0.0326183
-0.236366 -0.284249 -0.246335
-0.0926048 -0.134494 -0.465563
-0.228101 -0.290531 -0.245211
-0.211246 -0.301416 -0.241716
-0.190913 0.06325 -0.079371
-0.265729 -0.482783 -0.303438
-0.242155 -0.486008 -0.296793
-0.171012 0.085265 -0.0351155
-0.202176 -0.487473 -0.283356
0.0741251 0.214086 -0.322042
-0.191104 -0.487825 -0.276783
-0.199614 0.057125 -0.0880991
-0.180314 -0.488079 -0.269179
-0.17024 -0.488894 -0.260656
-0.0511862 -0.381047 -0.25833
0.0851164 0.332361 -0.00712278
-0.133916 -0.491304 -0.256633
0.0768521 0.327282 0.000693346
-0.108281 0.285168 -0.246641
-0.114208 0.288677 -0.256562
-0.120574 0.284427 -0.247848
-0.110759 -0.491818 -0.246014
-0.241526 0.0700685 0.129003
-0.0876229 -0.490647 -0.235898
-0.0728451 -0.489789 -0.228018
0.224974 0.258525 -0.31869
-0.0604951 -0.489511 -0.221113
-0.0504918 -0.48987 -0.215743
-0.0395822 -0.491275 -0.218348
-0.28451 -0.418927 -0.273389
-0.0271339 -0.492127 -0.223641
-0.283178 -0.326476 0.287823
-0.0151113 0.292441 -0.333819
-0.0846651 -0.100186 -0.464089
-0.094121 -0.0947245 -0.465866
0.0134801 -0.491782 -0.190662
0.0255759 -0.491556 -0.184314
0.0506882 -0.491589 -0.185678
-0.202659 0.156337 -0.226065
-0.194336 0.14979 -0.216309
-0.265041 0.108905 -0.262795
0.0632113 -0.49156 -0.179274
-0.141388 0.117121 0.01561
-0.123341 -0.179465 0.402636
0.0750383 -0.491459 -0.17228
0.0971989 -0.491561 -0.170297
-0.292559 -0.383222 -0.0638195
-0.14829 -0.172369 -0.441442
-0.140209 -0.182914 -0.441281
-0.00843523 -0.108608 0.390762
-0.127865 -0.481845 0.20532
-0.204312 0.101349 0.0528457
-0.0509471 0.0768335 0.281755
-0.160616 0.0675895 0.287373
0.156404 -0.491976 -0.139281
-0.138884 -0.370884 -0.21856
-0.257545 -0.25814 -0.25879
-0.161404 0.269782 -0.238675
-0.277166 -0.230636 -0.239503
-0.24908 -0.269519 -0.258701
-0.2292 -0.287616 -0.255411
-0.173258 0.277009 -0.246762
-0.219911 -0.294934 -0.250236
-0.196128 0.277165 -0.256964
0.304796 0.423705 -0.325082
-0.202992 0.268294 -0.2538
0.00778374 -0.460965 -0.0922467
-0.0557949 0.214014 -0.441872
-0.237203 0.068539 -0.489461
-0.256823 -0.475715 -0.313411
-0.25313 -0.484315 -0.303583
-0.0593278 -0.482387 0.193029
-0.0746346 -0.191933 -0.444018
-0.229335 -0.485968 -0.30402
-0.212201 -0.487081 -0.288763
0.0405307 0.0330939 0.279695
-0.156556 -0.489395 -0.265079
-0.0716921 -0.00100297 -0.448436
0.141773 0.477415 0.0154147
0.141865 0.488734 0.00879193
0.130947 0.479851 0.0101897
-0.111466 -0.246884 -0.408433
-0.142385 -0.489998 -0.267865
-0.119185 -0.491754 -0.257466
-0.0988966 -0.354168 -0.228689
-0.097203 -0.491685 -0.24739
-0.0883469 -0.351911 -0.236495
-0.0842196 -0.492009 -0.250576
-0.0720498 -0.491861 -0.242694
-0.197062 -0.406333 -0.261272
-0.292244 -0.051981 0.0899927
-0.059698 -0.491506 -0.234133
-0.0491534 -0.491189 -0.226167
-0.00499197 -0.0248712 0.353418
0.00230877 -0.411242 -0.277161
-0.00162615 -0.491772 -0.207629
0.04847 -0.484628 -0.288569
-0.0485905 0.338221 -0.201948
0.327471 0.428697 -0.312382
0.0130854 -0.492058 -0.203415
0.32995 0.416984 -0.302628
0.0253587 -0.492036 -0.197864
-0.103236 0.295915 -0.359131
0.126239 -0.491737 -0.15778
0.110362 0.226304 -0.316563
0.167882 0.384246 -0.358454
-0.281037 -0.472268 0.0121561
-0.260444 -0.252192 -0.269722
0.0285591 -0.432354 -0.284997
0.248893 0.413866 -0.369211
0.260443 0.419008 -0.362525
-0.0932839 0.0122006 -0.46696
-0.251689 -0.262701 -0.269848
-0.0699743 0.028285 -0.476327
-0.207033 -0.471497 -0.0984812
0.211058 0.392537 -0.379678
-0.360792 -0.280618 0.169649
0.0658807 0.3118 -0.312422
-0.215529 -0.486787 -0.299295
-0.202549 -0.486981 -0.295369
-0.190299 -0.487541 -0.290025
-0.177851 -0.488006 -0.283502
0.0549922 0.307296 -0.313759
0.152018 0.371367 -0.373947
-0.166364 -0.488475 -0.274977
0.141443 0.371383 -0.364677
-0.069911 0.187466 -0.206523
0.171757 0.384389 -0.345294
-0.216906 -0.446988 0.278063
-0.127785 -0.490431 -0.26947
-0.105376 -0.491661 -0.257526
-0.328434 -0.078814 0.149912
-0.0867115 0.096129 0.259328
-0.0885747 0.128777 0.0461919
-0.0150428 -0.492058 -0.216577
0.144056 0.450006 -0.0128299
0.154493 0.37804 -0.361917
0.158106 0.380037 -0.34877
-0.219283 0.0400968 -0.0766819
0.0627888 -0.49213 -0.193089
-0.218176 0.0401723 -0.0891723
0.0752881 -0.491874 -0.186359
-0.163719 0.091689 -0.0267053
-0.186002 0.09386 0.00107283
0.0868735 -0.491608 -0.178344
0.0695834 0.409921 -0.0478962
-0.193442 0.0858645 -0.00841831
-0.178846 0.079536 -0.0437476
0.0990427 -0.491461 -0.183136
0.109177 -0.491951 -0.174844
0.118678 -0.491872 -0.16603
-0.0128208 0.0916675 -0.0720338
0.0721159 -0.483166 0.16748
-0.218599 -0.404067 -0.269822
-0.26314 -0.245357 -0.280047
-0.201334 -0.260946 0.373353
-0.0298271 0.288707 -0.37128
-0.276123 -0.0390555 -0.0839551
0.138682 -0.18783 -0.117163
-0.101262 -0.120793 -0.467807
-0.0404731 0.28921 -0.371554
-0.049193 0.288756 -0.377584
-0.241749 -0.273012 -0.269833
-0.220043 -0.292103 -0.263693
-0.354094 -0.205828 0.212694
-0.120034 0.208595 -0.480802
-0.230612 -0.480848 -0.316544
-0.217992 -0.484193 -0.311978
-0.191365 -0.485879 -0.303022
-0.136686 -0.488827 -0.281413
0.0527953 0.450817 -0.0818611
0.290022 0.388894 -0.366146
-0.100116 -0.491262 -0.266307
-0.0837787 -0.491581 -0.261406
-0.152659 -0.0366654 -0.445471
0.370629 0.44922 -0.318271
0.0359049 0.0849095 -0.117261
-0.0250197 -0.492004 -0.235489
-0.0150207 -0.492133 -0.231138
-0.375425 -0.237751 0.0459413
-0.136226 -0.262885 0.483289
-0.000387798 -0.492317 -0.225909
-0.138465 -0.275115 0.488545
0.100003 0.350544 -0.366041
0.0126583 -0.492103 -0.217339
0.0252635 -0.492184 -0.211323
0.037657 -0.492196 -0.205407
0.138957 -0.054746 -0.0775617
0.139459 -0.045244 -0.0711971
-0.225671 -0.486443 -0.133467
-0.0847692 -0.0190204 -0.448493
-0.0886186 0.207693 -0.462266
-0.0913457 0.227738 -0.469825
-0.0848312 0.22082 -0.464256
0.0501408 -0.492218 -0.199302
0.0887719 -0.48974 -0.194206
-0.0880438 0.0920595 -0.491307
0.131737 -0.49218 -0.168255
0.1407 -0.093246 -0.11023
0.139076 -0.0840075 -0.10227
0.158563 -0.487251 -0.169966
0.169841 -0.4906 -0.147862
-0.0714881 -0.333388 -0.272626
-0.253967 -0.255477 -0.2804
-0.0567224 0.254463 -0.443147
-0.244747 -0.265668 -0.28079
0.136917 0.436752 0.0278711
-0.108673 0.291814 -0.266879
-0.221187 -0.287454 -0.277724
-0.197901 -0.303148 -0.267712
0.0281346 0.417919 -0.133602
-0.149898 0.111415 0.00453901
-0.144005 -0.396944 0.452106
-0.22026 -0.476887 -0.320367
-0.204684 -0.485477 -0.307776
-0.156924 0.125651 0.0608035
-0.177698 -0.486436 -0.297933
-0.14148 0.129046 0.0653202
-0.162065 -0.487072 -0.291801
-0.122782 -0.489623 -0.283065
-0.328812 -0.436624 0.0454236
-0.0514327 -0.219726 -0.426609
-0.0625627 -0.216605 -0.429049
-0.111994 -0.490847 -0.270853
0.130618 0.365681 -0.365552
0.12215 0.35885 -0.370653
-0.0548435 -0.490269 -0.151263
0.0199381 0.377865 -0.187209
-0.153949 -0.0257248 -0.43981
0.319908 0.445152 -0.375997
-0.0906627 -0.491441 -0.268948
0.307555 0.444129 -0.373087
0.144598 0.374963 -0.352122
-0.0713799 -0.491901 -0.259178
0.0996286 0.390703 -0.0852909
0.0499769 -0.492573 -0.212983
0.0623038 -0.491904 -0.206876
0.100855 -0.485362 -0.192468
0.104704 0.317635 -0.299455
0.110463 -0.487543 -0.186992
0.0813924 0.316417 -0.309126
0.123179 -0.490316 -0.180518
-0.0942113 0.142881 -0.48189
-0.183192 -0.4818 0.238878
-0.113849 -0.210159 -0.432508
-0.199063 0.284532 -0.371489
0.149316 -0.479338 -0.175179
-0.266209 -0.236361 -0.292024
-0.25604 -0.248431 -0.291355
-0.0612984 0.291043 -0.371601
0.179827 -0.409383 0.0581443
0.162375 -0.378414 -0.0558603
-0.209416 -0.295963 -0.272388
-0.198526 -0.298959 -0.280883
0.27437 0.390194 -0.309643
-0.186793 -0.308671 -0.262862
0.0250945 -0.480564 0.230566
-0.131044 -0.484614 -0.293346
-0.0995801 -0.490984 -0.277038
0.065165 0.4566 -0.0728299
0.236152 0.266423 -0.315291
-0.0794835 -0.491614 -0.271258
-0.340392 -0.173576 -0.059074
-0.0588779 -0.492399 -0.24976
-0.0465332 -0.492276 -0.256004
-0.0315984 0.367557 -0.170436
0.0678942 -0.472208 -0.217626
-0.0386807 -0.492261 -0.247593
0.0280356 -0.383384 0.392484
0.312651 0.445255 -0.350734
-0.0293187 -0.492195 -0.246816
0.315598 0.442192 -0.340469
-0.016785 -0.492254 -0.245082
-0.00426341 -0.492559 -0.240755
0.0960427 0.479129 -0.0122944
0.00621084 -0.492677 -0.237985
0.014241 -0.492735 -0.231215
0.0255813 -0.49264 -0.225037
0.0376777 -0.492642 -0.219103
0.0425769 0.288024 -0.306527
0.0543337 0.289155 -0.30245
-0.147738 -0.385089 0.4612
-0.0189549 0.1086 0.00155477
-0.251288 -0.00893895 0.276472
-0.331541 -0.149874 -0.0607075
-0.0639114 -0.163565 -0.450066
-0.0503121 0.112365 -0.0114083
-0.0366997 0.108796 -0.0162525
-0.233411 -0.276458 -0.282524
0.0128013 0.283857 -0.313592
-0.285352 -0.0734025 -0.231545
-0.209963 -0.291559 -0.286357
-0.0987476 0.127579 0.0382597
-0.18737 -0.305333 -0.275595
-0.105043 0.268858 -0.228924
0.0206851 -0.459772 -0.00559787
-0.109717 -0.490058 -0.286244
-0.361641 -0.221805 -0.0160836
-0.364541 -0.208939 -0.0218703
-0.0880391 -0.491116 -0.28075
-0.0376639 -0.436252 0.400169
-0.106773 0.257648 -0.472816
-0.056714 -0.492002 -0.265524
-0.093931 0.252997 -0.470864
-0.0707777 0.132982 0.0763314
-0.180524 -0.460497 0.290003
-0.0945993 0.132649 0.0706374
-0.256758 -0.242552 -0.30328
-0.164815 0.10739 0.00729285
-0.0889588 0.292575 -0.255313
0.0501327 0.359889 -0.0494235
-0.247278 -0.258734 -0.291017
0.176151 0.380616 -0.332957
-0.239587 -0.267448 -0.290584
-0.221254 -0.282604 -0.291688
-0.0878862 -0.193074 -0.444704
-0.20947 -0.286914 -0.299946
-0.27175 -0.46532 -0.016574
0.0147613 0.407553 -0.14641
-0.309445 0.10988 -0.307586
-0.177116 -0.307467 -0.28302
-0.324166 0.0526835 -0.30924
-0.16631 -0.313403 -0.27928
-0.128923 -0.331654 -0.260111
-0.153273 -0.415141 -0.237634
-0.182123 0.287872 -0.283108
-0.16983 -0.462093 0.301165
-0.134396 -0.20525 -0.432716
-0.156963 -0.469348 0.295217
-0.0974377 -0.490294 -0.29024
-0.0852306 -0.490613 -0.293969
0.201033 0.386288 -0.383317
0.189797 0.386525 -0.375946
0.157266 -0.492072 -0.0980493
-0.0761943 -0.491246 -0.284109
-0.098051 0.104675 -0.0972319
-0.106766 0.100147 -0.0871825
-0.0670996 -0.491857 -0.274444
-0.0196984 -0.476414 -0.117727
-0.044306 -0.492218 -0.271232
0.0670001 0.291187 -0.298834
-0.0337586 -0.492116 -0.261901
0.152356 -0.374634 -0.0659153
-0.0200877 -0.492193 -0.258416
0.250218 0.40985 -0.38257
-0.0849071 0.105268 -0.0974569
-0.0057778 -0.492694 -0.256798
-0.0906475 0.101 -0.0841513
0.00598145 -0.492794 -0.249336
0.015653 -0.493014 -0.243489
0.0258932 -0.49295 -0.238385
0.0378363 -0.492836 -0.233153
0.0475392 0.27705 -0.299089
-0.253415 0.0464762 -0.257424
-0.180765 0.0908015 -0.0110987
-0.188591 0.083797 -0.0203402
-0.146111 -0.471738 0.30253
0.221847 0.388522 -0.325663
-0.134294 -0.473735 0.30857
-0.121869 -0.474503 0.315114
-0.248625 -0.252771 -0.30203
-0.167422 0.121122 0.0535803
-0.158784 0.121928 0.0466309
-0.231313 -0.27303 -0.297036
-0.220298 -0.277973 -0.30515
-0.198418 -0.294948 -0.294294
-0.18765 -0.301845 -0.28848
-0.221047 0.0944225 0.105744
0.0282842 0.31328 -0.339642
-0.15505 -0.319179 -0.277274
0.0501053 -0.492575 -0.226889
-0.143961 -0.323726 -0.275807
0.132218 0.36943 -0.355527
-0.132386 -0.328097 -0.27356
-0.107012 -0.335126 -0.267423
-0.0737148 0.138211 0.135253
-0.0545415 -0.492027 -0.279434
-0.0867341 -0.477657 0.326386
0.0261627 -0.484113 0.216518
-0.267966 -0.219216 -0.312302
-0.263325 -0.231414 -0.307173
-0.158121 0.280888 -0.247534
0.298184 0.436376 -0.38354
-0.24952 -0.247141 -0.311379
-0.240006 -0.262967 -0.300898
0.0883062 0.370364 0.0202978
-0.0411901 0.35221 -0.184627
-0.0582857 -0.437483 -0.339278
-0.19708 -0.290283 -0.307767
-0.0946158 -0.063185 -0.464283
-0.168868 -0.309341 -0.289444
-0.148208 -0.319898 -0.285306
-0.119931 -0.332303 -0.27064
-0.0949084 -0.489331 -0.303788
-0.0139236 -0.466496 -0.106595
-0.0852603 -0.441351 -0.317473
-0.0731826 -0.491035 -0.297062
-0.0642329 -0.491482 -0.288008
-0.0423114 -0.492085 -0.284689
-0.0322448 -0.492415 -0.276473
-0.285327 -0.473478 -0.0128591
-0.0236154 -0.492375 -0.269514
-0.118255 0.0442783 -0.491303
-0.137294 -0.170023 -0.445643
-0.28546 -0.009321 0.0390686
-0.105832 0.0391657 -0.488916
-0.012848 -0.4927 -0.270224
-0.106734 0.0526645 -0.492867
0.00764499 -0.493134 -0.262663
